Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,East Asia & Pacific (excluding high income),EAP,18.4569031181091,28.7977619796849,31.0265295366305,29.8069077571723,28.9299299925865,28.1452533401351,26.1310690515134,24.5269396663758,25.0243039603592,24.6180178469438,23.437192178724,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,18.4569031181091,28.7981226633754,31.0268964283677,29.8071482829278,28.9305161037356,28.1458729441974,26.1313088955997,24.5270344678317,25.0242217430464,24.6175418908255,23.4371432158773,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Euro area,EMU,25.6343300026958,35.3574369222244,41.58607035788,43.0610156297189,43.1120417299596,43.600958163739,44.4978276154767,43.9017439792075,45.4324491746135,45.9951309437569,45.8147066775889,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Europe & Central Asia,ECS,25.4963418746251,35.5463628623993,40.4016787427412,41.2962561110724,41.2365080398721,41.4224209654861,41.9023389779566,41.462496405733,42.900649744973,43.9284430610342,43.7958053810536,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Europe & Central Asia (excluding high income),ECA,18.9440544811992,38.4334720727062,31.1912700207797,30.6898328355433,29.0778791117961,30.2174335098607,30.4923693688385,28.8535517121812,30.1278854981204,34.1784501079023,33.1425245635245,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,18.7991670331385,35.9615536403531,33.1800091358124,33.0779336145117,32.184501767224,33.3794943403488,33.910400336278,33.047559070383,34.421748295514,37.7872806474942,36.9850783652885,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,European Union,EUU,25.9851022924714,35.8518074890206,42.7622512348517,44.1945396926778,44.2626736819158,44.8671054040694,45.7367992622712,45.2075648709217,46.7026722999422,47.2686559171958,47.1450992909404,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Fragile and conflict affected situations,FCS,25.6240182193909,33.7807681741573,32.3918356650393,31.9539161907929,27.6282956143903,23.9741665792032,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Heavily indebted poor countries (HIPC),HPC,18.0456085633281,24.2999118184894,29.5409759290623,28.1252914188748,26.0691906825736,25.8336930251576,22.9574492738377,22.1580499294679,23.9433653513628,24.9557839781627,24.3983488410455,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,High income,HIC,20.153473137214,25.8120007682814,31.5395079264874,31.9255836548122,31.9999383164685,32.0254984095451,31.2699766817729,30.4780589648681,31.5010919862036,32.0027402243749,33.2778318444476,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,IBRD only,IBD,17.2309917546018,26.6863333420797,28.8954141409539,28.2023726636158,27.4953487672997,26.7146038328089,25.699268501394,24.8507461011843,25.5926167539187,26.9955283864321,25.985089018767,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,IDA & IBRD total,IBT,17.2723679150612,26.534326858279,28.6690861503622,27.9756031325822,27.1166890751923,26.3823984283174,25.2440186630834,24.3907160966188,25.1747243964907,26.5733361335785,25.5963557129488,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,IDA blend,IDB,20.3178480911575,27.0697621559622,25.0756261236107,23.8599852132284,17.9799906212043,17.4345599648691,12.9302865541341,11.5097037867976,13.4757258540302,15.414232819578,15.2928939009101,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,IDA only,IDX,15.5919766111838,21.445271558103,24.9672269228595,24.7196256664752,23.7216059187459,24.2465409132151,22.6107518301987,22.0792031896626,23.0507570252875,23.6383889555577,22.435937816616,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,IDA total,IDA,18.0004076910072,24.114727744082,25.0185211019369,24.3122119798105,21.0070983909441,21.0314841151383,18.0393322705933,17.0390549255097,18.4596918139074,19.5643347694991,18.7453621580762,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Late-demographic dividend,LTE,18.2169893033281,29.1916038454812,33.2763474470066,32.7236827648345,32.0246536708285,31.6146994744486,30.8110029108921,29.5422373139124,30.0199984218411,30.6821733663498,29.426645271159,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Latin America & Caribbean,LCN,17.2487061094502,18.7919987713292,22.6694575101202,21.9751650638336,21.1639147941929,20.2138982366282,20.9915288544705,21.3834031827734,21.5598053649196,23.1808591660212,22.6144569148983,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Latin America & Caribbean (excluding high income),LAC,15.5719646744637,17.3210679024959,20.6188684521606,20.3949117640559,19.6485556673358,18.6479838169832,19.5415407694689,20.0528544836811,20.2370016032637,22.1904852112116,22.1901873931405,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,16.3720123515157,18.1886097567666,21.6650637983118,21.276052162564,20.4196163901852,19.4621321140866,20.2297828464429,20.6493121441915,20.8417601618127,22.7201157983189,22.5641845985905,..
